Address,Bldg No,exemptVSincomplete,School Type,Total Geogs,Category,City,Count,County,District Name,ESD,Enroll Text,Enrollment,Geography,Grade,Group,LL,Latitude,Longitude,Number of Records,Percent,Reliable,Reported,School Name,School Year,School District,State,Type,UL,Zip,Has6,Hask
6 S 1st Ave,1498,exempt,PRIVATE,2764,Exemption,Othello,0,Adams,Othello,Educational Service District 123,51,51,School,K-12,Personal,0.0%,46.82589,-119.17405,1,0.0%,Yes,1,Saddle Mountain School,2018-19,Othello,WA,PRIVATE,1.4%,99344,1,0
20301 NE 108th St,8109,exempt,PRIVATE,2764,Exemption,Redmond,12,King,Lake Washington,Educational Service District 121,530,530,School,K-12,Personal,2.2%,47.69493,-122.06889,1,2.3%,Yes,1,Overlake School,2018-19,Lake Washington,WA,PRIVATE,2.4%,98053,1,0
"9655 SE 36th St, Suite",8044,exempt,PRIVATE,2764,Exemption,Mercer Isla,0,King,Mercer Island,Educational Service District 121,111,111,School,K-12,Personal,0.0%,47.57806,-122.21349,1,0.0%,Yes,1,Yellow Wood Academy,2018-19,Mercer Island,WA,PRIVATE,0.7%,98040,1,0
8000 25th Ave NE,8399,exempt,PRIVATE,2764,Exemption,Seattle,9,King,Seattle,Educational Service District 121,587,587,School,K-12,Personal,1.4%,47.68673,-122.3008,1,1.5%,Yes,1,University Preparatory,2018-19,Seattle,WA,PRIVATE,1.7%,98115,1,0
1201 E Union St,8761,exempt,PRIVATE,2764,Exemption,Seattle,6,King,Seattle,Educational Service District 121,892,892,School,K-12,Personal,0.6%,47.61281,-122.31624,1,0.7%,Yes,1,Seattle Academy Of Arts _ Sciences,2018-19,Seattle,WA,PRIVATE,0.8%,98122,1,0
660 S Dearborn St,8652,exempt,PRIVATE,2764,Exemption,Seattle,5,King,Seattle,Educational Service District 121,50,50,School,K-12,Personal,9.0%,47.59592,-122.325,1,10.0%,Yes,1,Puget Sound Community School,2018-19,Seattle,WA,PRIVATE,11.5%,98134,1,0
2800 S Massachusetts St,802Z,exempt,PRIVATE,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,42,42,School,K-12,Personal,0.0%,47.58839,-122.297,1,0.0%,Yes,1,Seattle Nativity School,2018-19,Seattle,WA,PRIVATE,1.8%,98144,1,0
16571 Creative Dr NE,8301,exempt,PRIVATE,2764,Exemption,Poulsbo,9,Kitsap,North Kitsap,Educational Service District 114,114,114,School,K-12,Personal,7.4%,47.73091,-122.59669,1,7.9%,Yes,1,West Sound Academy,2018-19,North Kitsap,WA,PRIVATE,8.6%,98370,1,0
23818 8th Ave SE,805S,exempt,PRIVATE,2764,Exemption,Bothell,6,Snohomish,Northshore,Educational Service District 121,26,26,School,K-12,Personal,21.0%,47.78594,-122.22629,1,23.1%,Yes,1,Academy Northwestï¿½Main Campus,2018-19,Northshore,WA,PRIVATE,25.9%,98021,1,0
514 State Ave  Suite 10,803W,exempt,PRIVATE,2764,Exemption,Marysville,50,Snohomish,Marysville,Educational Service District 189,244,244,School,K-12,Personal,20.2%,48.05315,-122.17692,1,20.5%,Yes,1,Academy Northwest,2018-19,Marysville,WA,PRIVATE,20.9%,98270,1,0
3025 E Spangle Waverly,1491,exempt,PRIVATE,2764,Exemption,Spangle,1,Spokane,Liberty,Educational Service District 101,27,27,School,K-12,Personal,2.4%,47.41454,-117.36631,1,3.7%,Yes,1,Upper Columbia Academy Elementary,2018-19,Liberty,WA,PRIVATE,6.4%,99031,1,0
1509 E Victor Street,802K,exempt,PRIVATE,2764,Exemption,Bellingham,5,Whatcom,Bellingham,Educational Service District 189,67,67,School,K-12,Personal,6.7%,48.77018,-122.49172,1,7.5%,Yes,1,St Paul'S Academy,2018-19,Bellingham,WA,PRIVATE,8.6%,98225,1,0
730 East Booth Avenue,3075,exempt,PUBLIC,2764,Exemption,Washtucna,1,Adams,Washtucna,Educational Service District 101,50,50,School,K-12,Personal,1.3%,46.76166,-118.29683,1,2.0%,Yes,1,Washtucna Elementary _ High School,2018-19,Washtucna,WA,PUBLIC,3.5%,99371,1,0
1024 ORCHARD AVE,3370,exempt,PUBLIC,2764,Exemption,Wenatchee,10,Chelan,Wenatchee,Educational Service District 171,488,488,School,K-12,Personal,1.9%,47.42666,-120.32633,1,2.0%,Yes,1,Orchard Middle School,2018-19,Wenatchee,WA,PUBLIC,2.2%,98801,1,0
1620 RUSSELL ST,3210,exempt,PUBLIC,2764,Exemption,Wenatchee,14,Chelan,Wenatchee,Educational Service District 171,625,625,School,K-12,Personal,2.1%,47.41278,-120.3226,1,2.2%,Yes,1,Pioneer Middle School Wenatchee,2018-19,Wenatchee,WA,PUBLIC,2.4%,98801,1,0
220 W Alder,1708,exempt,PUBLIC,2764,Exemption,Sequim,14,Clallam,Sequim,Educational Service District 114,96,96,School,K-12,Personal,14.0%,48.08279,-123.10638,1,14.6%,Yes,1,Sequim Community School,2018-19,Sequim,WA,PUBLIC,15.5%,98382,1,0
301 W. Hendrickson Rd.,4519,exempt,PUBLIC,2764,Exemption,Sequim,45,Clallam,Sequim,Educational Service District 114,613,613,School,K-12,Personal,7.2%,48.08641,-123.10783,1,7.3%,Yes,1,Sequim Middle School,2018-19,Sequim,WA,PUBLIC,7.5%,98382,1,0
PO Box 200,5131,exempt,PUBLIC,2764,Exemption,Battle Grou,30,Clark,Battle Ground,Educational Service District 112,477,477,School,K-12,Personal,6.1%,45.79235,-122.53488,1,6.3%,Yes,1,Tukes Valley Middle School,2018-19,Battle Ground,WA,PUBLIC,6.5%,98604,1,0
14320 NE 50TH AVE,3997,exempt,PUBLIC,2764,Exemption,Vancouver,23,Clark,Battle Ground,Educational Service District 112,540,540,School,K-12,Personal,4.1%,45.72707,-122.62345,1,4.3%,Yes,1,Pleasant Valley Middle,2018-19,Battle Ground,WA,PUBLIC,4.4%,98686,1,0
5001 Nan Henriksen Way,5534,exempt,PUBLIC,2764,Exemption,Camas,25,Clark,Camas,Educational Service District 112,223,223,School,K-12,Personal,10.9%,45.60734,-122.42211,1,11.2%,Yes,1,Odyssey Middle School,2018-19,Camas,WA,PUBLIC,11.6%,98607,1,0
5220 NW Parker Street,4508,exempt,PUBLIC,2764,Exemption,Camas,50,Clark,Camas,Educational Service District 112,822,822,School,K-12,Personal,6.0%,45.61594,-122.44702,1,6.1%,Yes,1,Skyridge Middle School,2018-19,Camas,WA,PUBLIC,6.2%,98607,1,0
1112 SE 136th Avenue,4051,exempt,PUBLIC,2764,Exemption,Vancouver,15,Clark,Evergreen (Clark),Educational Service District 112,869,869,School,K-12,Personal,1.7%,45.61251,-122.53452,1,1.7%,Yes,1,Wyeast Middle School,2018-19,Evergreen  (Clark),WA,PUBLIC,1.8%,98683,1,0
601 SE 192nd Avenue,4561,exempt,PUBLIC,2764,Exemption,Vancouver,33,Clark,Evergreen (Clark),Educational Service District 112,1091,1091,School,K-12,Personal,3.0%,45.61864,-122.47274,1,3.0%,Yes,1,Shahala Middle School,2018-19,Evergreen  (Clark),WA,PUBLIC,3.1%,98683,1,0
2017 NE 172nd Avenue,4209,exempt,PUBLIC,2764,Exemption,Vancouver,56,Clark,Evergreen (Clark),Educational Service District 112,971,971,School,K-12,Personal,5.7%,45.63842,-122.49345,1,5.8%,Yes,1,Pacific Middle School,2018-19,Evergreen  (Clark),WA,PUBLIC,5.9%,98684,1,0
14619B NE 49th Street,1646,exempt,PUBLIC,2764,Exemption,Vancouver,8,Clark,Evergreen (Clark),Educational Service District 112,102,102,School,K-12,Personal,7.3%,45.65645,-122.52269,1,7.8%,Yes,1,49Th Street Academy,2018-19,Evergreen (Clark),WA,PUBLIC,8.6%,98682,1,0
3101 MAIN ST,1689,exempt,PUBLIC,2764,Exemption,Vancouver,48,Clark,Vancouver,Educational Service District 112,588,588,School,K-12,Personal,8.0%,45.6436,-122.66817,1,8.2%,Yes,1,Vancouver School Of Arts And Academics,2018-19,Vancouver,WA,PUBLIC,8.3%,98663,1,0
PO BOX 8937,5149,exempt,PUBLIC,2764,Exemption,Vancouver,20,Clark,Vancouver,Educational Service District 112,332,332,School,K-12,Personal,5.8%,45.64055,-122.62345,1,6.0%,Yes,1,Vancouver Virtual Learning Academy,2018-19,Vancouver,WA,PUBLIC,6.3%,98668,1,0
PO BOX 8937,5271,exempt,PUBLIC,2764,Exemption,Vancouver,28,Clark,Vancouver,Educational Service District 112,404,404,School,K-12,Personal,6.8%,45.64055,-122.62345,1,6.9%,Yes,1,Vancouver Itech Preparatory,2018-19,Vancouver,WA,PUBLIC,7.2%,98668,1,0
755 Park St,5409,exempt,PUBLIC,2764,Exemption,Woodland,44,Cowlitz,Woodland,Educational Service District 112,735,735,School,K-12,Personal,5.9%,45.90419,-122.74711,1,6.0%,Yes,1,Woodland Middle School,2018-19,Woodland,WA,PUBLIC,6.1%,98674,1,0
30306 E Highway 20,3559,exempt,PUBLIC,2764,Exemption,Republic,12,Ferry,Republic,Educational Service District 101,86,86,School,K-12,Personal,13.3%,48.64839,-118.71407,1,14.0%,Yes,1,Republic Junior High,2018-19,Republic,WA,PUBLIC,14.9%,99166,1,0
PO Box 486,5388,exempt,PUBLIC,2764,Exemption,Royal City,4,Grant,Royal,Educational Service District 105,445,445,School,K-12,Personal,0.8%,46.89797,-119.61512,1,0.9%,Yes,1,Royal Intermediate School,2018-19,Royal,WA,PUBLIC,1.1%,99357,1,0
PO Box 907,5144,exempt,PUBLIC,2764,Exemption,Mattawa,0,Grant,Wahluke,Educational Service District 105,617,617,School,K-12,Personal,0.0%,46.7383,-119.90651,1,0.0%,Yes,1,Wahluke Junior High,2018-19,Wahluke,WA,PUBLIC,0.1%,99349,1,0
1011 PARKWAY BLVD,2695,exempt,PUBLIC,2764,Exemption,Ephrata,2,Grant,Ephrata,Educational Service District 171,408,408,School,K-12,Personal,0.4%,47.31302,-119.56138,1,0.5%,Yes,1,Parkway School,2018-19,Ephrata,WA,PUBLIC,0.7%,98823,1,0
527 2nd Ave SW,3089,exempt,PUBLIC,2764,Exemption,Soap Lake,18,Grant,Soap Lake,Educational Service District 171,302,302,School,K-12,Personal,5.8%,47.38736,-119.49683,1,6.0%,Yes,1,Soap Lake Middle & High School,2018-19,Soap Lake,WA,PUBLIC,6.3%,98851,1,0
519 West Simpson Avenue,3374,exempt,PUBLIC,2764,Exemption,Montesano,14,Grays Harbor,Montesano,Educational Service District 113,457,457,School,K-12,Personal,2.9%,46.98521,-123.60634,1,3.1%,Yes,1,Simpson Avenue Elementary,2018-19,Montesano,WA,PUBLIC,3.3%,98563,1,0
150 SW Sixth Ave.,3274,exempt,PUBLIC,2764,Exemption,Oak Harbor,16,Island,Oak Harbor,Educational Service District 189,908,908,School,K-12,Personal,1.7%,48.29296,-122.66101,1,1.8%,Yes,1,Oak Harbor Intermediate School,2018-19,Oak Harbor,WA,PUBLIC,1.9%,98277,1,0
91 W Valley Rd,1724,exempt,PUBLIC,2764,Exemption,Chimacum,15,Jefferson,Chimacum,Educational Service District 114,63,63,School,K-12,Personal,22.8%,47.97894,-122.78051,1,23.8%,Yes,1,Pi Program,2018-19,Chimacum,WA,PUBLIC,25.1%,98325,1,0
1825 K ST SE,3169,exempt,PUBLIC,2764,Exemption,Auburn,14,King,Auburn,Educational Service District 121,877,877,School,K-12,Personal,1.5%,47.29257,-122.21614,1,1.6%,Yes,1,Olympic Middle School Auburn,2018-19,Auburn,WA,PUBLIC,1.7%,98002,1,0
30620 116TH AVE SE,4385,exempt,PUBLIC,2764,Exemption,Auburn,48,King,Auburn,Educational Service District 121,979,979,School,K-12,Personal,4.8%,47.32743,-122.18686,1,4.9%,Yes,1,Rainier Middle School Auburn,2018-19,Auburn,WA,PUBLIC,5.0%,98092,1,0
11650 SE 60th,3435,exempt,PUBLIC,2764,Exemption,Bellevue,18,King,Bellevue,Educational Service District 121,782,782,School,K-12,Personal,2.2%,47.5495,-122.18494,1,2.3%,Yes,1,Tillicum Middle School,2018-19,Bellevue,WA,PUBLIC,2.4%,98006,1,0
13630 S.E. Allen Road,3283,exempt,PUBLIC,2764,Exemption,Bellevue,16,King,Bellevue,Educational Service District 121,1042,1042,School,K-12,Personal,1.5%,47.57138,-122.15893,1,1.5%,Yes,1,Tyee Middle School,2018-19,Bellevue,WA,PUBLIC,1.6%,98006,1,0
502 143rd Avenue NE,3631,exempt,PUBLIC,2764,Exemption,Bellevue,10,King,Bellevue,Educational Service District 121,1051,1051,School,K-12,Personal,0.9%,47.61437,-122.14928,1,1.0%,Yes,1,Odle Middle School,2018-19,Bellevue,WA,PUBLIC,1.0%,98007,1,0
42018 264th Avenue SE,4550,exempt,PUBLIC,2764,Exemption,Enumclaw,29,King,Enumclaw,Educational Service District 121,451,451,School,K-12,Personal,6.3%,47.22332,-121.9896,1,6.4%,Yes,1,Thunder Mountain Middle School,2018-19,Enumclaw,WA,PUBLIC,6.6%,98022,1,0
3425 S 360th ST,5029,exempt,PUBLIC,2764,Exemption,Auburn,17,King,Federal Way,Educational Service District 121,603,603,School,K-12,Personal,2.7%,47.27891,-122.28783,1,2.8%,Yes,1,Sequoyah Middle School,2018-19,Federal Way,WA,PUBLIC,3.0%,98001,1,0
1101 S DASH POINT RD,3626,exempt,PUBLIC,2764,Exemption,Federal Way,13,King,Federal Way,Educational Service District 121,734,734,School,K-12,Personal,1.7%,47.3344,-122.32004,1,1.8%,Yes,1,Sacajawea Middle School,2018-19,Federal Way,WA,PUBLIC,1.9%,98003,1,0
33914 19th Ave SW,4456,exempt,PUBLIC,2764,Exemption,Federal Way,9,King,Federal Way,Educational Service District 121,638,638,School,K-12,Personal,1.3%,47.29917,-122.35797,1,1.4%,Yes,1,Saghalie Middle School,2018-19,Federal Way,WA,PUBLIC,1.5%,98023,1,0
26630 40TH AVE S,3431,exempt,PUBLIC,2764,Exemption,Kent,9,King,Federal Way,Educational Service District 121,696,696,School,K-12,Personal,1.2%,47.36263,-122.28378,1,1.3%,Yes,1,Totem Middle School,2018-19,Federal Way,WA,PUBLIC,1.4%,98032,1,0
10211 12th Ave S,5380,exempt,PUBLIC,2764,Exemption,Seattle,1,King,Highline,Educational Service District 121,340,340,School,K-12,Personal,0.2%,47.51198,-122.31795,1,0.3%,Yes,1,Rainier Prep,2018-19,Highline,WA,PUBLIC,0.5%,98168,1,0
24635 SE Issaquah Fall,5200,exempt,PUBLIC,2764,Exemption,Issaquah,27,King,Issaquah,Educational Service District 121,1013,1013,School,K-12,Personal,2.6%,47.56052,-122.01048,1,2.7%,Yes,1,Pacific Cascade Middle School,2018-19,Issaquah,WA,PUBLIC,2.8%,98029,1,0
3095 Issaquah-Pine Lake,3879,exempt,PUBLIC,2764,Exemption,Sammamish,12,King,Issaquah,Educational Service District 121,955,955,School,K-12,Personal,1.2%,47.58177,-122.03336,1,1.3%,Yes,1,Pine Lake Middle School,2018-19,Issaquah,WA,PUBLIC,1.3%,98075,1,0
13505 NE 75th Street,1975,exempt,PUBLIC,2764,Exemption,Redmond,1,King,Lake Washington,Educational Service District 121,90,90,School,K-12,Personal,0.7%,47.67156,-122.16011,1,1.1%,Yes,1,Stella Schola,2018-19,Lake Washington,WA,PUBLIC,1.9%,98052,1,0
13505 NE 75th,3706,exempt,PUBLIC,2764,Exemption,Redmond,45,King,Lake Washington,Educational Service District 121,944,944,School,K-12,Personal,4.7%,47.67156,-122.16011,1,4.8%,Yes,1,Rose Hill Middle School,2018-19,Lake Washington,WA,PUBLIC,4.9%,98052,1,0
10055 166th AVE NE,3232,exempt,PUBLIC,2764,Exemption,Redmond,46,King,Lake Washington,Educational Service District 121,1053,1053,School,K-12,Personal,4.3%,47.68983,-122.11808,1,4.4%,Yes,1,Redmond Middle School,2018-19,Lake Washington,WA,PUBLIC,4.5%,98052,1,0
4000 228th NE,5057,exempt,PUBLIC,2764,Exemption,Sammamish,2,King,Lake Washington,Educational Service District 121,94,94,School,K-12,Personal,1.7%,47.62348,-122.04317,1,2.1%,Yes,1,Renaissance School,2018-19,Lake Washington,WA,PUBLIC,2.9%,98074,1,0
6928 116th Ave SE,5484,exempt,PUBLIC,2764,Exemption,Newcastle,8,King,Renton,Educational Service District 121,863,863,School,K-12,Personal,0.9%,47.54095,-122.18553,1,0.9%,Yes,1,Risdon Middle School,2018-19,Renton,WA,PUBLIC,1.0%,98056,1,0
6928 116th Ave SE,5484,exempt,PUBLIC,2764,Exemption,Newcastle,11,King,Renton,Educational Service District 121,864,864,School,K-12,Personal,1.2%,47.54095,-122.18553,1,1.3%,Yes,1,Risdon Middle School,2018-19,Renton,WA,PUBLIC,1.4%,98056,1,0
2607 Jones Ave S,5070,exempt,PUBLIC,2764,Exemption,Renton,0,King,Renton,Educational Service District 121,36,36,School,K-12,Personal,0.0%,47.45687,-122.19686,1,0.0%,Yes,1,Renton Academy,2018-19,Renton,WA,PUBLIC,2.0%,98055,1,0
2607 Jones Ave S,5070,exempt,PUBLIC,2764,Exemption,Renton,1,King,Renton,Educational Service District 121,37,37,School,K-12,Personal,1.7%,47.45687,-122.19686,1,2.7%,Yes,1,Renton Academy,2018-19,Renton,WA,PUBLIC,4.7%,98055,1,0
3740 Tolt Ave,4318,exempt,PUBLIC,2764,Exemption,Carnation,59,King,Riverview,Educational Service District 121,790,790,School,K-12,Personal,7.4%,47.6426,-121.91522,1,7.5%,Yes,1,Tolt Middle School,2018-19,Riverview,WA,PUBLIC,7.6%,98014,1,0
9201 15 AV NW,3277,exempt,PUBLIC,2764,Exemption,Seattle,4,King,Seattle,Educational Service District 121,568,568,School,K-12,Personal,0.6%,47.69524,-122.37688,1,0.7%,Yes,1,Whitman Middle School,2018-19,Seattle,WA,PUBLIC,0.8%,98117,1,0
1700 East Union St.,1596,exempt,PUBLIC,2764,Exemption,Seattle,0,King,Seattle,Educational Service District 121,289,289,School,K-12,Personal,0.0%,47.61299,-122.31016,1,0.0%,Yes,1,Seattle World School,2018-19,Seattle,WA,PUBLIC,0.3%,98122,1,0
2101 S JACKSON ST,4064,exempt,PUBLIC,2764,Exemption,Seattle,6,King,Seattle,Educational Service District 121,657,657,School,K-12,Personal,0.8%,47.59917,-122.30422,1,0.9%,Yes,1,Washington Middle School Seattle,2018-19,Seattle,WA,PUBLIC,1.0%,98144,1,0
16516 10th Avenue N.E.,2703,exempt,PUBLIC,2764,Exemption,Shoreline,39,King,Shoreline,Educational Service District 121,569,569,School,K-12,Personal,6.7%,47.74864,-122.31844,1,6.9%,Yes,1,Ridgecrest Elementary Shoreline,2018-19,Shoreline,WA,PUBLIC,7.0%,98155,1,0
400 E 3rd St,5296,exempt,PUBLIC,2764,Exemption,North Bend,9,King,Snoqualmie Valley,Educational Service District 121,87,87,School,K-12,Personal,9.7%,47.49448,-121.77977,1,10.3%,Yes,1,Snoqualmie Parent Partnership Program,2018-19,Snoqualmie Valley,WA,PUBLIC,11.3%,98045,1,0
46910 S.E. Middle Fork,5135,exempt,PUBLIC,2764,Exemption,North Bend,39,King,Snoqualmie Valley,Educational Service District 121,854,854,School,K-12,Personal,4.5%,47.47167,-121.71446,1,4.6%,Yes,1,Twin Falls Middle School,2018-19,Snoqualmie Valley,WA,PUBLIC,4.7%,98045,1,0
25600 SE Summit Landsbu,3341,exempt,PUBLIC,2764,Exemption,Ravensdale,34,King,Tahoma,Educational Service District 121,1073,1073,School,K-12,Personal,3.1%,47.3717,-122.00013,1,3.2%,Yes,1,Summit Trail Middle School,2018-19,Tahoma,WA,PUBLIC,3.3%,98051,1,0
4628 S 144TH ST,2564,exempt,PUBLIC,2764,Exemption,Tukwila,6,King,Tukwila,Educational Service District 121,623,623,School,K-12,Personal,0.9%,47.47419,-122.27528,1,1.0%,Yes,1,Showalter Middle School,2018-19,Tukwila,WA,PUBLIC,1.1%,98168,1,0
2003 NE Hostmark St,2476,exempt,PUBLIC,2764,Exemption,Poulsbo,22,Kitsap,North Kitsap,Educational Service District 114,813,813,School,K-12,Personal,2.6%,47.73355,-122.62399,1,2.7%,Yes,1,Poulsbo Middle School,2018-19,North Kitsap,WA,PUBLIC,2.8%,98370,1,0
9530 NE High School Rd,1699,exempt,PUBLIC,2764,Exemption,Bainbridge,13,Kitsap,Bainbridge Island,Educational Service District 121,153,153,School,K-12,Personal,8.1%,47.63579,-122.52193,1,8.5%,Yes,1,Odyssey Multiage Program,2018-19,Bainbridge Island,WA,PUBLIC,9.1%,98110,1,0
9343 NE Sportsman Club,4542,exempt,PUBLIC,2764,Exemption,Bainbridge,18,Kitsap,Bainbridge Island,Educational Service District 121,541,541,School,K-12,Personal,3.2%,47.64747,-122.52639,1,3.3%,Yes,1,Sakai Intermediate,2018-19,Bainbridge Island,WA,PUBLIC,3.5%,98110,1,0
2694  SR 903,2570,exempt,PUBLIC,2764,Exemption,Cle Elum,13,Kittitas,Cle Elum-Roslyn,Educational Service District 105,200,200,School,K-12,Personal,6.2%,47.18938,-120.93341,1,6.5%,Yes,1,Walter Strom Middle School,2018-19,Cle Elum-Roslyn,WA,PUBLIC,6.9%,98922,1,0
PO Box 488,2676,exempt,PUBLIC,2764,Exemption,Trout Lake,24,Klickitat,Trout Lake,Educational Service District 112,154,154,School,K-12,Personal,15.2%,45.97507,-121.50396,1,15.6%,Yes,1,Trout Lake School,2018-19,Trout Lake,WA,PUBLIC,16.2%,98650,1,0
PO Box 2550,5368,exempt,PUBLIC,2764,Exemption,White Salmo,11,Klickitat,White Salmon,Educational Service District 112,304,304,School,K-12,Personal,3.4%,45.73409,-121.50642,1,3.6%,Yes,1,Wallace & Priscilla Stevenson Intermed,2018-19,White Salmon,WA,PUBLIC,3.9%,98672,1,0
800 Field Street,2768,exempt,PUBLIC,2764,Exemption,Centralia,8,Lewis,Centralia,Educational Service District 113,387,387,School,K-12,Personal,1.9%,46.70911,-122.95396,1,2.1%,Yes,1,Washington Elementary Centralia,2018-19,Centralia,WA,PUBLIC,2.3%,98531,1,0
201 Oakview Avenue,2291,exempt,PUBLIC,2764,Exemption,Centralia,4,Lewis,Centralia,Educational Service District 113,439,439,School,K-12,Personal,0.8%,46.74251,-122.95515,1,0.9%,Yes,1,Oakview Elementary School,2018-19,Centralia,WA,PUBLIC,1.1%,98531,1,0
540 Carlisle Avenue,4335,exempt,PUBLIC,2764,Exemption,Onalaska,2,Lewis,Onalaska,Educational Service District 113,193,193,School,K-12,Personal,0.8%,46.59899,-122.70302,1,1.0%,Yes,1,Onalaska Middle School,2018-19,Onalaska,WA,PUBLIC,1.4%,98570,1,0
155 N 5th St,3977,exempt,PUBLIC,2764,Exemption,Toledo,10,Lewis,Toledo,Educational Service District 113,173,173,School,K-12,Personal,5.5%,46.44678,-122.8183,1,5.8%,Yes,1,Toledo Middle School,2018-19,Toledo,WA,PUBLIC,6.3%,98591,1,0
241 N Military Rd,4369,exempt,PUBLIC,2764,Exemption,Winlock,2,Lewis,Winlock,Educational Service District 113,162,162,School,K-12,Personal,1.0%,46.48834,-122.8922,1,1.2%,Yes,1,Winlock Middle School,2018-19,Winlock,WA,PUBLIC,1.7%,98596,1,0
800 E K St,4586,exempt,PUBLIC,2764,Exemption,Shelton,2,Mason,Shelton,Educational Service District 113,595,595,School,K-12,Personal,0.3%,47.22919,-123.11647,1,0.3%,Yes,1,Olympic Middle School,2018-19,Shelton,WA,PUBLIC,0.5%,98584,1,0
800 E K St,4586,exempt,PUBLIC,2764,Exemption,Shelton,12,Mason,Shelton,Educational Service District 113,602,602,School,K-12,Personal,1.9%,47.22919,-123.11647,1,2.0%,Yes,1,Olympic Middle School,2018-19,Shelton,WA,PUBLIC,2.1%,98584,1,0
PO Box 592,2245,exempt,PUBLIC,2764,Exemption,Okanogan,17,Okanogan,Okanogan,Educational Service District 171,282,282,School,K-12,Personal,5.8%,48.28204,-119.70451,1,6.0%,Yes,1,Okanogan Middle School,2018-19,Okanogan,WA,PUBLIC,6.3%,98840,1,0
P O BOX 833,4237,exempt,PUBLIC,2764,Exemption,Omak,10,Okanogan,Omak,Educational Service District 171,378,378,School,K-12,Personal,2.5%,48.41959,-119.50068,1,2.6%,Yes,1,Omak Middle School,2018-19,Omak,WA,PUBLIC,2.9%,98841,1,0
35MS HIGHWAY 20,4196,exempt,PUBLIC,2764,Exemption,Tonasket,13,Okanogan,Tonasket,Educational Service District 171,299,299,School,K-12,Personal,4.2%,48.68802,-119.31424,1,4.3%,Yes,1,Tonasket Middle School,2018-19,Tonasket,WA,PUBLIC,4.6%,98855,1,0
152 1st St NE,5454,exempt,PUBLIC,2764,Exemption,Long Beach,0,Pacific,Ocean Beach,Educational Service District 112,33,33,School,K-12,Personal,0.0%,46.3684,-124.04523,1,0.0%,Yes,1,Ocean Beach Alternative School,2018-19,Ocean Beach,WA,PUBLIC,2.2%,98631,1,0
405 First St,5243,exempt,PUBLIC,2764,Exemption,South Bend,0,Pacific,South Bend,Educational Service District 113,24,24,School,K-12,Personal,0.0%,46.56324,-123.82833,1,0.0%,Yes,1,Pacific Virtual Learning,2018-19,South Bend,WA,PUBLIC,3.1%,98586,1,0
PO Box 128,2542,exempt,PUBLIC,2764,Exemption,Menlo,1,Pacific,Willapa Valley,Educational Service District 113,198,198,School,K-12,Personal,0.3%,46.51462,-123.76903,1,0.5%,Yes,1,Willapa Valley Middle-High,2018-19,Willapa Valley,WA,PUBLIC,0.9%,98561,1,0
P. O. Box 70,3968,exempt,PUBLIC,2764,Exemption,Newport,8,Pend Oreille,Newport,Educational Service District 101,347,347,School,K-12,Personal,2.2%,48.03827,-117.18171,1,2.3%,Yes,1,Sadie Halstead Middle School,2018-19,Newport,WA,PUBLIC,2.5%,99156,1,0
10372 Highway 31,5225,exempt,PUBLIC,2764,Exemption,Ione,4,Pend Oreille,Selkirk,Educational Service District 101,67,67,School,K-12,Personal,5.3%,48.73205,-117.41234,1,6.0%,Yes,1,Selkirk Middle School,2018-19,Selkirk,WA,PUBLIC,7.1%,99139,1,0
14920 Spring ST,3500,exempt,PUBLIC,2764,Exemption,Lakewood,0,Pierce,Clover Park,Educational Service District 121,516,516,School,K-12,Personal,0.0%,47.12145,-122.53747,1,0.0%,Yes,1,Woodbrook Middle School,2018-19,Clover Park,WA,PUBLIC,0.1%,98439,1,0
2001 Milton Way,3798,exempt,PUBLIC,2764,Exemption,Milton,16,Pierce,Fife,Educational Service District 121,608,608,School,K-12,Personal,2.5%,47.25004,-122.30764,1,2.6%,Yes,1,Surprise Lake Middle School,2018-19,Fife,WA,PUBLIC,2.8%,98354,1,0
12324 12TH AVE S,3401,exempt,PUBLIC,2764,Exemption,Tacoma,6,Pierce,Franklin Pierce,Educational Service District 121,874,874,School,K-12,Personal,0.6%,47.14468,-122.45038,1,0.7%,Yes,1,Perry G Keithley Middle School,2018-19,Franklin Pierce,WA,PUBLIC,0.8%,98444,1,0
111 Whitehawk Blvd NW,4262,exempt,PUBLIC,2764,Exemption,Orting,12,Pierce,Orting,Educational Service District 121,650,650,School,K-12,Personal,1.8%,47.10113,-122.21739,1,1.8%,Yes,1,Orting Middle School,2018-19,Orting,WA,PUBLIC,2.0%,98360,1,0
1750 BOB'S HOLLOW LN,2237,exempt,PUBLIC,2764,Exemption,Dupont,12,Pierce,Steilacoom Hist,Educational Service District 121,721,721,School,K-12,Personal,1.6%,47.0979,-122.65274,1,1.7%,Yes,1,Pioneer Middle,2018-19,Steilacoom Hist,WA,PUBLIC,1.8%,98327,1,0
130 Alameda Ave,222,exempt,PUBLIC,2764,Exemption,Fircrest,12,Pierce,Tacoma,Educational Service District 121,308,308,School,K-12,Personal,3.7%,47.24253,-122.51603,1,3.9%,Yes,1,Wainwright Intermediate School,2018-19,Tacoma,WA,PUBLIC,4.2%,98466,1,0
